split seed,selection seed,p,selection,labels
2,9,"(0.25, 72)","[[7, 11, 13, 9], [25, 4, 18, 2, 13, 9, 16, 15, 23], [20, 36, 16, 4, 15, 2, 23, 7, 17, 13], [20, 26, 7, 37, 15, 31, 41, 25, 4, 38, 2, 14], [34, 14, 6, 7, 36, 2, 42, 37, 23, 46, 31, 20, 44, 17, 5], [45, 28, 55, 69, 70, 3, 36, 32, 75, 61, 66, 39, 21, 41, 42, 25, 38, 23, 31, 17, 26, 48]]","[6, 5, 4, 2, 3, 1]"
2,9,"(0.125, 36)","[[7, 11], [25, 4, 18, 2], [20, 36, 16, 4, 15], [20, 26, 7, 37, 15, 31], [34, 14, 6, 7, 36, 2, 42], [45, 28, 55, 69, 70, 3, 36, 32, 75, 61, 66, 39]]","[6, 5, 4, 2, 3, 1]"
2,10,"(0.5, 144)","[[5, 3, 14, 7, 6, 8, 10, 2], [22, 23, 2, 7, 5, 3, 12, 14, 29, 13, 1, 21, 18, 20, 6, 11, 32], [2, 27, 35, 30, 14, 13, 7, 24, 31, 12, 5, 6, 3, 21, 20, 34, 1, 18, 11, 37], [35, 23, 41, 39, 44, 20, 3, 30, 7, 6, 45, 2, 37, 32, 10, 21, 34, 27, 18, 31, 1, 12, 33, 42], [31, 3, 37, 27, 21, 17, 45, 2, 23, 26, 35, 38, 20, 43, 7, 6, 41, 55, 46, 10, 39, 53, 18, 4, 1, 12, 30, 22, 52], [39, 56, 3, 34, 19, 55, 35, 61, 43, 88, 38, 26, 1, 50, 82, 14, 83, 59, 47, 41, 52, 21, 6, 71, 58, 74, 85, 2, 63, 65, 48, 37, 77, 42, 4, 5, 45, 32, 20, 76, 53, 44, 46, 17, 75, 84]]","[6, 5, 4, 2, 3, 1]"
2,10,"(0.25, 72)","[[5, 3, 14, 7], [22, 23, 2, 7, 5, 3, 12, 14, 29], [2, 27, 35, 30, 14, 13, 7, 24, 31, 12], [35, 23, 41, 39, 44, 20, 3, 30, 7, 6, 45, 2], [31, 3, 37, 27, 21, 17, 45, 2, 23, 26, 35, 38, 20, 43, 7], [39, 56, 3, 34, 19, 55, 35, 61, 43, 88, 38, 26, 1, 50, 82, 14, 83, 59, 47, 41, 52, 21]]","[6, 5, 4, 2, 3, 1]"
2,10,"(0.125, 36)","[[5, 3], [22, 23, 2, 7], [2, 27, 35, 30, 14], [35, 23, 41, 39, 44, 20], [31, 3, 37, 27, 21, 17, 45], [39, 56, 3, 34, 19, 55, 35, 61, 43, 88, 38, 26]]","[6, 5, 4, 2, 3, 1]"
2,11,"(0.5, 144)","[[8, 3, 6, 10, 15, 4, 5, 14], [6, 11, 14, 30, 22, 3, 9, 21, 8, 15, 24, 33, 20, 5, 10, 26, 19], [31, 23, 19, 8, 9, 21, 37, 20, 15, 36, 14, 26, 39, 22, 11, 6, 3, 32, 5, 10], [2, 35, 34, 22, 8, 14, 45, 40, 30, 42, 31, 9, 29, 44, 36, 23, 15, 0, 19, 38, 11, 6, 3, 26], [38, 21, 43, 42, 19, 40, 9, 47, 2, 46, 53, 5, 51, 22, 56, 8, 57, 26, 50, 14, 41, 39, 30, 31, 23, 35, 15, 0, 29], [78, 47, 22, 61, 58, 51, 68, 28, 29, 84, 75, 72, 52, 36, 16, 73, 50, 6, 38, 85, 21, 49, 20, 56, 39, 83, 2, 11, 9, 30, 54, 69, 42, 41, 65, 18, 62, 26, 90, 19, 60, 79, 46, 77, 82, 70]]","[6, 5, 4, 2, 3, 1]"
2,11,"(0.25, 72)","[[8, 3, 6, 10], [6, 11, 14, 30, 22, 3, 9, 21, 8], [31, 23, 19, 8, 9, 21, 37, 20, 15, 36], [2, 35, 34, 22, 8, 14, 45, 40, 30, 42, 31, 9], [38, 21, 43, 42, 19, 40, 9, 47, 2, 46, 53, 5, 51, 22, 56], [78, 47, 22, 61, 58, 51, 68, 28, 29, 84, 75, 72, 52, 36, 16, 73, 50, 6, 38, 85, 21, 49]]","[6, 5, 4, 2, 3, 1]"
2,11,"(0.125, 36)","[[8, 3], [6, 11, 14, 30], [31, 23, 19, 8, 9], [2, 35, 34, 22, 8, 14], [38, 21, 43, 42, 19, 40, 9], [78, 47, 22, 61, 58, 51, 68, 28, 29, 84, 75, 72]]","[6, 5, 4, 2, 3, 1]"
2,12,"(0.5, 144)","[[5, 8, 9, 14, 7, 4, 12, 13], [31, 14, 7, 19, 23, 15, 1, 24, 4, 26, 9, 18, 25, 8, 21, 0, 10], [29, 30, 9, 18, 14, 15, 23, 16, 19, 38, 37, 26, 24, 7, 1, 31, 4, 34, 28, 33], [23, 43, 7, 38, 33, 24, 29, 39, 17, 30, 15, 35, 14, 31, 19, 9, 28, 44, 16, 20, 45, 32, 1, 26], [56, 53, 44, 8, 26, 7, 24, 42, 19, 51, 23, 47, 39, 43, 29, 17, 21, 4, 1, 15, 14, 41, 28, 36, 9, 38, 55, 20, 16], [8, 65, 53, 16, 66, 29, 21, 14, 12, 17, 31, 70, 80, 7, 41, 60, 85, 77, 84, 26, 19, 79, 61, 55, 56, 73, 40, 39, 23, 82, 51, 36, 20, 10, 28, 87, 86, 38, 64, 58, 42, 47, 11, 37, 44, 43]]","[6, 5, 4, 2, 3, 1]"
2,12,"(0.25, 72)","[[5, 8, 9, 14], [31, 14, 7, 19, 23, 15, 1, 24, 4], [29, 30, 9, 18, 14, 15, 23, 16, 19, 38], [23, 43, 7, 38, 33, 24, 29, 39, 17, 30, 15, 35], [56, 53, 44, 8, 26, 7, 24, 42, 19, 51, 23, 47, 39, 43, 29], [8, 65, 53, 16, 66, 29, 21, 14, 12, 17, 31, 70, 80, 7, 41, 60, 85, 77, 84, 26, 19, 79]]","[6, 5, 4, 2, 3, 1]"
2,12,"(0.125, 36)","[[5, 8], [31, 14, 7, 19], [29, 30, 9, 18, 14], [23, 43, 7, 38, 33, 24], [56, 53, 44, 8, 26, 7, 24], [8, 65, 53, 16, 66, 29, 21, 14, 12, 17, 31, 70]]","[6, 5, 4, 2, 3, 1]"
2,13,"(0.5, 144)","[[8, 11, 12, 1, 5, 7, 9, 13], [8, 7, 33, 19, 26, 4, 15, 31, 1, 24, 30, 17, 22, 21, 27, 0, 23], [30, 17, 23, 32, 15, 37, 36, 14, 3, 7, 5, 4, 27, 6, 31, 12, 8, 28, 39, 1], [6, 31, 4, 36, 39, 28, 42, 17, 41, 23, 15, 14, 40, 44, 20, 5, 3, 7, 32, 12, 8, 24, 46, 1], [39, 4, 30, 54, 0, 14, 42, 27, 23, 6, 56, 29, 43, 36, 15, 51, 50, 31, 17, 5, 3, 7, 45, 20, 40, 52, 12, 8, 33], [33, 23, 37, 79, 14, 68, 89, 84, 63, 83, 56, 27, 4, 65, 90, 64, 87, 69, 57, 42, 31, 29, 60, 8, 17, 80, 3, 20, 9, 13, 86, 44, 59, 0, 55, 41, 30, 36, 43, 50, 10, 71, 38, 61, 15, 6]]","[6, 5, 4, 2, 3, 1]"
2,13,"(0.25, 72)","[[8, 11, 12, 1], [8, 7, 33, 19, 26, 4, 15, 31, 1], [30, 17, 23, 32, 15, 37, 36, 14, 3, 7], [6, 31, 4, 36, 39, 28, 42, 17, 41, 23, 15, 14], [39, 4, 30, 54, 0, 14, 42, 27, 23, 6, 56, 29, 43, 36, 15], [33, 23, 37, 79, 14, 68, 89, 84, 63, 83, 56, 27, 4, 65, 90, 64, 87, 69, 57, 42, 31, 29]]","[6, 5, 4, 2, 3, 1]"
2,13,"(0.125, 36)","[[8, 11], [8, 7, 33, 19], [30, 17, 23, 32, 15], [6, 31, 4, 36, 39, 28], [39, 4, 30, 54, 0, 14, 42], [33, 23, 37, 79, 14, 68, 89, 84, 63, 83, 56, 27]]","[6, 5, 4, 2, 3, 1]"
2,14,"(0.5, 144)","[[10, 3, 4, 1, 2, 15, 14, 5], [9, 2, 1, 15, 14, 18, 3, 30, 29, 21, 33, 32, 5, 19, 28, 20, 17], [14, 38, 2, 29, 17, 39, 33, 21, 6, 1, 15, 35, 31, 3, 36, 8, 9, 18, 19, 5], [18, 17, 30, 40, 44, 27, 19, 2, 35, 29, 6, 14, 1, 21, 11, 41, 34, 33, 15, 3, 42, 8, 9, 36], [31, 50, 2, 6, 51, 44, 48, 35, 46, 34, 55, 57, 19, 33, 14, 29, 52, 8, 53, 1, 18, 11, 21, 9, 37, 36, 17, 56, 27], [2, 35, 55, 60, 36, 18, 34, 6, 90, 51, 23, 66, 63, 38, 24, 56, 87, 81, 84, 58, 83, 8, 42, 89, 29, 39, 46, 33, 48, 49, 20, 74, 16, 79, 62, 65, 86, 14, 64, 3, 44, 21, 72, 15, 52, 73]]","[6, 5, 4, 2, 3, 1]"
2,14,"(0.25, 72)","[[10, 3, 4, 1], [9, 2, 1, 15, 14, 18, 3, 30, 29], [14, 38, 2, 29, 17, 39, 33, 21, 6, 1], [18, 17, 30, 40, 44, 27, 19, 2, 35, 29, 6, 14], [31, 50, 2, 6, 51, 44, 48, 35, 46, 34, 55, 57, 19, 33, 14], [2, 35, 55, 60, 36, 18, 34, 6, 90, 51, 23, 66, 63, 38, 24, 56, 87, 81, 84, 58, 83, 8]]","[6, 5, 4, 2, 3, 1]"
2,14,"(0.125, 36)","[[10, 3], [9, 2, 1, 15], [14, 38, 2, 29, 17], [18, 17, 30, 40, 44, 27], [31, 50, 2, 6, 51, 44, 48], [2, 35, 55, 60, 36, 18, 34, 6, 90, 51, 23, 66]]","[6, 5, 4, 2, 3, 1]"
2,15,"(0.5, 144)","[[4, 9, 3, 2, 10, 1, 15, 6], [25, 14, 32, 16, 24, 20, 19, 18, 1, 2, 33, 6, 3, 31, 26, 9, 4], [30, 20, 16, 31, 24, 32, 14, 3, 35, 19, 25, 18, 1, 2, 39, 6, 26, 34, 38, 37], [25, 24, 3, 30, 38, 42, 33, 26, 14, 37, 22, 41, 46, 20, 16, 39, 2, 43, 1, 36, 18, 34, 6, 35], [41, 16, 22, 24, 14, 20, 36, 52, 54, 30, 38, 50, 39, 3, 55, 45, 33, 25, 43, 51, 9, 6, 35, 57, 42, 18, 49, 2, 26], [63, 82, 69, 58, 65, 45, 8, 14, 9, 61, 25, 88, 73, 3, 20, 46, 70, 54, 87, 13, 16, 18, 30, 79, 85, 81, 76, 36, 52, 33, 42, 66, 51, 38, 89, 74, 84, 48, 24, 43, 90, 77, 2, 7, 4, 35]]","[6, 5, 4, 2, 3, 1]"
2,15,"(0.25, 72)","[[4, 9, 3, 2], [25, 14, 32, 16, 24, 20, 19, 18, 1], [30, 20, 16, 31, 24, 32, 14, 3, 35, 19], [25, 24, 3, 30, 38, 42, 33, 26, 14, 37, 22, 41], [41, 16, 22, 24, 14, 20, 36, 52, 54, 30, 38, 50, 39, 3, 55], [63, 82, 69, 58, 65, 45, 8, 14, 9, 61, 25, 88, 73, 3, 20, 46, 70, 54, 87, 13, 16, 18]]","[6, 5, 4, 2, 3, 1]"
2,15,"(0.125, 36)","[[4, 9], [25, 14, 32, 16], [30, 20, 16, 31, 24], [25, 24, 3, 30, 38, 42], [41, 16, 22, 24, 14, 20, 36], [63, 82, 69, 58, 65, 45, 8, 14, 9, 61, 25, 88]]","[6, 5, 4, 2, 3, 1]"
2,16,"(0.5, 144)","[[11, 12, 3, 13, 2, 7, 6, 8], [31, 7, 22, 25, 6, 28, 19, 12, 11, 8, 3, 17, 33, 21, 15, 13, 23], [11, 15, 36, 22, 19, 3, 6, 7, 21, 17, 33, 25, 35, 9, 28, 23, 8, 12, 39, 34], [3, 33, 25, 35, 20, 23, 38, 21, 39, 34, 27, 15, 7, 11, 6, 22, 36, 26, 24, 17, 46, 9, 28, 2], [37, 36, 6, 11, 26, 3, 45, 50, 24, 44, 43, 47, 9, 51, 2, 27, 19, 48, 38, 42, 23, 40, 25, 21, 7, 15, 22, 55, 39], [13, 55, 33, 78, 75, 51, 61, 5, 7, 35, 29, 50, 63, 26, 76, 79, 11, 10, 36, 38, 57, 9, 2, 82, 19, 85, 66, 27, 22, 48, 25, 64, 62, 23, 72, 60, 3, 42, 12, 87, 6, 45, 84, 43, 24, 1]]","[6, 5, 4, 2, 3, 1]"
2,16,"(0.25, 72)","[[11, 12, 3, 13], [31, 7, 22, 25, 6, 28, 19, 12, 11], [11, 15, 36, 22, 19, 3, 6, 7, 21, 17], [3, 33, 25, 35, 20, 23, 38, 21, 39, 34, 27, 15], [37, 36, 6, 11, 26, 3, 45, 50, 24, 44, 43, 47, 9, 51, 2], [13, 55, 33, 78, 75, 51, 61, 5, 7, 35, 29, 50, 63, 26, 76, 79, 11, 10, 36, 38, 57, 9]]","[6, 5, 4, 2, 3, 1]"
2,16,"(0.125, 36)","[[11, 12], [31, 7, 22, 25], [11, 15, 36, 22, 19], [3, 33, 25, 35, 20, 23], [37, 36, 6, 11, 26, 3, 45], [13, 55, 33, 78, 75, 51, 61, 5, 7, 35, 29, 50]]","[6, 5, 4, 2, 3, 1]"
2,17,"(0.5, 144)","[[10, 3, 5, 2, 14, 11, 8, 7], [33, 29, 26, 0, 8, 27, 5, 23, 21, 19, 18, 28, 24, 11, 32, 3, 2], [34, 19, 16, 35, 26, 32, 11, 27, 8, 21, 12, 25, 39, 36, 33, 18, 0, 5, 13, 30], [46, 40, 16, 29, 21, 38, 41, 37, 43, 33, 35, 11, 8, 24, 28, 18, 12, 2, 19, 30, 23, 0, 26, 5], [28, 16, 38, 9, 24, 57, 51, 52, 0, 46, 26, 25, 43, 35, 23, 14, 55, 11, 21, 8, 33, 18, 19, 40, 13, 50, 12, 2, 56], [73, 16, 9, 4, 83, 14, 28, 82, 58, 33, 34, 48, 70, 65, 18, 35, 72, 84, 36, 79, 85, 47, 74, 37, 11, 25, 67, 64, 21, 40, 80, 76, 53, 86, 29, 46, 59, 20, 12, 0, 52, 24, 60, 75, 90, 51]]","[6, 5, 4, 2, 3, 1]"
2,17,"(0.25, 72)","[[10, 3, 5, 2], [33, 29, 26, 0, 8, 27, 5, 23, 21], [34, 19, 16, 35, 26, 32, 11, 27, 8, 21], [46, 40, 16, 29, 21, 38, 41, 37, 43, 33, 35, 11], [28, 16, 38, 9, 24, 57, 51, 52, 0, 46, 26, 25, 43, 35, 23], [73, 16, 9, 4, 83, 14, 28, 82, 58, 33, 34, 48, 70, 65, 18, 35, 72, 84, 36, 79, 85, 47]]","[6, 5, 4, 2, 3, 1]"
2,17,"(0.125, 36)","[[10, 3], [33, 29, 26, 0], [34, 19, 16, 35, 26], [46, 40, 16, 29, 21, 38], [28, 16, 38, 9, 24, 57, 51], [73, 16, 9, 4, 83, 14, 28, 82, 58, 33, 34, 48]]","[6, 5, 4, 2, 3, 1]"
2,18,"(0.5, 144)","[[14, 12, 7, 4, 6, 11, 9, 0], [12, 7, 13, 29, 25, 0, 26, 20, 28, 6, 22, 9, 3, 1, 23, 16, 4], [28, 27, 30, 7, 16, 13, 22, 26, 39, 18, 0, 37, 36, 12, 33, 6, 14, 32, 9, 3], [23, 12, 45, 29, 25, 40, 16, 33, 28, 22, 43, 7, 20, 35, 30, 41, 39, 32, 15, 27, 36, 26, 31, 0], [39, 35, 31, 7, 22, 12, 25, 40, 29, 20, 48, 16, 56, 28, 41, 54, 47, 33, 51, 26, 44, 23, 30, 38, 15, 27, 43, 32, 37], [84, 37, 51, 81, 0, 72, 82, 12, 2, 20, 1, 40, 4, 23, 6, 54, 77, 85, 47, 16, 45, 57, 39, 30, 7, 60, 33, 74, 48, 89, 70, 43, 71, 61, 56, 27, 32, 73, 52, 38, 44, 26, 41, 53, 35, 76]]","[6, 5, 4, 2, 3, 1]"
2,18,"(0.25, 72)","[[14, 12, 7, 4], [12, 7, 13, 29, 25, 0, 26, 20, 28], [28, 27, 30, 7, 16, 13, 22, 26, 39, 18], [23, 12, 45, 29, 25, 40, 16, 33, 28, 22, 43, 7], [39, 35, 31, 7, 22, 12, 25, 40, 29, 20, 48, 16, 56, 28, 41], [84, 37, 51, 81, 0, 72, 82, 12, 2, 20, 1, 40, 4, 23, 6, 54, 77, 85, 47, 16, 45, 57]]","[6, 5, 4, 2, 3, 1]"
2,18,"(0.125, 36)","[[14, 12], [12, 7, 13, 29], [28, 27, 30, 7, 16], [23, 12, 45, 29, 25, 40], [39, 35, 31, 7, 22, 12, 25], [84, 37, 51, 81, 0, 72, 82, 12, 2, 20, 1, 40]]","[6, 5, 4, 2, 3, 1]"
2,19,"(0.5, 144)","[[9, 7, 10, 15, 1, 11, 6, 0], [0, 3, 6, 26, 8, 28, 23, 14, 31, 25, 4, 13, 11, 9, 21, 17, 16], [28, 37, 6, 14, 8, 30, 17, 0, 25, 3, 23, 38, 13, 35, 27, 21, 32, 4, 20, 11], [36, 20, 18, 12, 23, 32, 35, 27, 13, 28, 43, 14, 6, 26, 1, 0, 25, 24, 8, 3, 44, 38, 17, 30], [18, 36, 57, 14, 32, 24, 6, 44, 41, 38, 55, 35, 43, 27, 1, 52, 13, 12, 20, 47, 30, 0, 26, 56, 8, 23, 25, 3, 45], [84, 51, 76, 77, 38, 14, 43, 47, 63, 44, 88, 61, 70, 62, 18, 42, 59, 33, 90, 46, 16, 30, 79, 83, 6, 2, 82, 67, 68, 8, 1, 13, 7, 24, 48, 37, 3, 21, 26, 23, 80, 65, 86, 69, 41, 0]]","[6, 5, 4, 2, 3, 1]"
2,19,"(0.25, 72)","[[9, 7, 10, 15], [0, 3, 6, 26, 8, 28, 23, 14, 31], [28, 37, 6, 14, 8, 30, 17, 0, 25, 3], [36, 20, 18, 12, 23, 32, 35, 27, 13, 28, 43, 14], [18, 36, 57, 14, 32, 24, 6, 44, 41, 38, 55, 35, 43, 27, 1], [84, 51, 76, 77, 38, 14, 43, 47, 63, 44, 88, 61, 70, 62, 18, 42, 59, 33, 90, 46, 16, 30]]","[6, 5, 4, 2, 3, 1]"
2,19,"(0.125, 36)","[[9, 7], [0, 3, 6, 26], [28, 37, 6, 14, 8], [36, 20, 18, 12, 23, 32], [18, 36, 57, 14, 32, 24, 6], [84, 51, 76, 77, 38, 14, 43, 47, 63, 44, 88, 61]]","[6, 5, 4, 2, 3, 1]"
3,0,"(0.5, 144)","[[1, 6, 8, 9, 13, 4, 2, 14, 10], [4, 28, 29, 33, 34, 25, 10, 22, 11, 27, 18, 15, 2, 38, 20, 36, 16, 35, 8, 13], [22, 20, 25, 4, 10, 15, 28, 11, 18, 29, 27, 35, 37, 2, 39, 30, 34, 16, 36, 8], [28, 11, 10, 41, 2, 27, 38, 31, 22, 4, 33, 35, 26, 34, 18, 7, 14, 45, 48, 29, 15, 30, 32, 16, 42], [26, 35, 60, 28, 11, 2, 34, 59, 40, 22, 4, 10, 30, 41, 33, 43, 49, 7, 14, 32, 51, 29, 42, 55, 18, 57, 27, 15, 5, 31, 16], [50, 27, 30, 77, 45, 71, 66, 68, 48, 69, 40, 63, 2, 72, 52, 34, 3, 22, 7, 26, 42, 38, 41, 79, 55, 17, 60, 62, 6, 56, 73, 4, 33, 53, 28, 11, 57, 23, 10]]","[6, 5, 4, 2, 3, 1]"
3,0,"(0.25, 72)","[[1, 6, 8, 9], [4, 28, 29, 33, 34, 25, 10, 22, 11, 27], [22, 20, 25, 4, 10, 15, 28, 11, 18, 29], [28, 11, 10, 41, 2, 27, 38, 31, 22, 4, 33, 35, 26], [26, 35, 60, 28, 11, 2, 34, 59, 40, 22, 4, 10, 30, 41, 33], [50, 27, 30, 77, 45, 71, 66, 68, 48, 69, 40, 63, 2, 72, 52, 34, 3, 22, 7, 26]]","[6, 5, 4, 2, 3, 1]"
3,0,"(0.125, 36)","[[1, 6], [4, 28, 29, 33, 34], [22, 20, 25, 4, 10], [28, 11, 10, 41, 2, 27], [26, 35, 60, 28, 11, 2, 34, 59], [50, 27, 30, 77, 45, 71, 66, 68, 48, 69]]","[6, 5, 4, 2, 3, 1]"
3,1,"(0.5, 144)","[[3, 13, 7, 2, 6, 10, 4, 1, 14], [2, 30, 3, 21, 26, 28, 22, 36, 19, 25, 31, 17, 29, 35, 32, 27, 4, 14, 10, 34], [2, 31, 3, 21, 27, 29, 22, 39, 19, 26, 32, 17, 30, 36, 33, 28, 4, 14, 10, 35], [27, 35, 40, 38, 2, 3, 48, 29, 46, 31, 32, 39, 21, 36, 19, 42, 49, 26, 22, 13, 41, 17, 45, 24, 23], [40, 42, 2, 49, 51, 26, 34, 36, 41, 39, 24, 54, 46, 3, 27, 59, 21, 10, 53, 19, 33, 57, 17, 52, 50, 47, 31, 48, 38, 56, 13], [63, 27, 31, 69, 46, 47, 53, 74, 39, 73, 34, 62, 36, 40, 58, 10, 38, 2, 35, 33, 45, 15, 66, 56, 19, 61, 77, 67, 26, 78, 65, 44, 42, 60, 79, 21, 70, 3, 48]]","[6, 5, 4, 2, 3, 1]"
3,1,"(0.25, 72)","[[3, 13, 7, 2], [2, 30, 3, 21, 26, 28, 22, 36, 19, 25], [2, 31, 3, 21, 27, 29, 22, 39, 19, 26], [27, 35, 40, 38, 2, 3, 48, 29, 46, 31, 32, 39, 21], [40, 42, 2, 49, 51, 26, 34, 36, 41, 39, 24, 54, 46, 3, 27], [63, 27, 31, 69, 46, 47, 53, 74, 39, 73, 34, 62, 36, 40, 58, 10, 38, 2, 35, 33]]","[6, 5, 4, 2, 3, 1]"
3,1,"(0.125, 36)","[[3, 13], [2, 30, 3, 21, 26], [2, 31, 3, 21, 27], [27, 35, 40, 38, 2, 3], [40, 42, 2, 49, 51, 26, 34, 36], [63, 27, 31, 69, 46, 47, 53, 74, 39, 73]]","[6, 5, 4, 2, 3, 1]"
3,2,"(0.5, 144)","[[12, 4, 5, 0, 9, 3, 1, 10, 7], [19, 9, 14, 0, 2, 29, 13, 35, 17, 30, 37, 25, 23, 12, 16, 1, 28, 36, 24, 32], [27, 9, 14, 0, 2, 30, 13, 36, 17, 37, 38, 29, 24, 12, 16, 1, 33, 23, 25, 19], [36, 47, 28, 9, 13, 0, 44, 46, 39, 23, 24, 48, 17, 12, 27, 33, 16, 2, 25, 14, 30, 5, 32, 1, 29], [36, 0, 47, 56, 23, 46, 35, 28, 50, 32, 1, 30, 44, 27, 9, 10, 13, 57, 29, 51, 17, 59, 42, 54, 12, 14, 55, 16, 2, 25, 19], [25, 30, 29, 77, 74, 57, 41, 71, 23, 14, 21, 36, 58, 13, 67, 55, 44, 1, 28, 68, 52, 56, 35, 48, 27, 10, 45, 60, 18, 73, 0, 11, 32, 50, 70, 9, 76, 17, 79]]","[6, 5, 4, 2, 3, 1]"
3,2,"(0.25, 72)","[[12, 4, 5, 0], [19, 9, 14, 0, 2, 29, 13, 35, 17, 30], [27, 9, 14, 0, 2, 30, 13, 36, 17, 37], [36, 47, 28, 9, 13, 0, 44, 46, 39, 23, 24, 48, 17], [36, 0, 47, 56, 23, 46, 35, 28, 50, 32, 1, 30, 44, 27, 9], [25, 30, 29, 77, 74, 57, 41, 71, 23, 14, 21, 36, 58, 13, 67, 55, 44, 1, 28, 68]]","[6, 5, 4, 2, 3, 1]"
3,2,"(0.125, 36)","[[12, 4], [19, 9, 14, 0, 2], [27, 9, 14, 0, 2], [36, 47, 28, 9, 13, 0], [36, 0, 47, 56, 23, 46, 35, 28], [25, 30, 29, 77, 74, 57, 41, 71, 23, 14]]","[6, 5, 4, 2, 3, 1]"
3,3,"(0.5, 144)","[[16, 6, 4, 7, 14, 1, 11, 2, 13], [33, 13, 29, 4, 30, 31, 15, 38, 27, 22, 26, 16, 36, 5, 28, 37, 1, 18, 2, 17], [29, 16, 9, 27, 4, 18, 28, 38, 15, 26, 25, 11, 30, 32, 13, 34, 39, 37, 5, 1], [12, 39, 9, 47, 31, 28, 13, 48, 45, 6, 36, 23, 37, 18, 4, 25, 16, 15, 30, 11, 7, 40, 27, 34, 46], [47, 18, 58, 13, 37, 23, 6, 28, 12, 33, 25, 31, 44, 4, 35, 9, 52, 54, 30, 60, 45, 16, 15, 50, 11, 27, 7, 59, 48, 34, 49], [61, 57, 77, 6, 45, 8, 35, 73, 9, 59, 12, 27, 34, 63, 47, 54, 55, 13, 50, 66, 31, 36, 49, 67, 25, 16, 78, 4, 11, 71, 23, 32, 76, 58, 53, 48, 18, 69, 75]]","[6, 5, 4, 2, 3, 1]"
3,3,"(0.25, 72)","[[16, 6, 4, 7], [33, 13, 29, 4, 30, 31, 15, 38, 27, 22], [29, 16, 9, 27, 4, 18, 28, 38, 15, 26], [12, 39, 9, 47, 31, 28, 13, 48, 45, 6, 36, 23, 37], [47, 18, 58, 13, 37, 23, 6, 28, 12, 33, 25, 31, 44, 4, 35], [61, 57, 77, 6, 45, 8, 35, 73, 9, 59, 12, 27, 34, 63, 47, 54, 55, 13, 50, 66]]","[6, 5, 4, 2, 3, 1]"
3,3,"(0.125, 36)","[[16, 6], [33, 13, 29, 4, 30], [29, 16, 9, 27, 4], [12, 39, 9, 47, 31, 28], [47, 18, 58, 13, 37, 23, 6, 28], [61, 57, 77, 6, 45, 8, 35, 73, 9, 59]]","[6, 5, 4, 2, 3, 1]"
3,4,"(0.5, 144)","[[10, 3, 9, 4, 0, 13, 6, 16, 11], [4, 16, 11, 38, 25, 12, 27, 7, 22, 18, 15, 19, 37, 13, 10, 32, 20, 31, 33, 17], [28, 39, 4, 15, 26, 20, 31, 7, 16, 11, 19, 33, 12, 18, 38, 13, 10, 22, 32, 25], [6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33, 15, 16, 27, 37, 20, 24, 47, 13, 10, 19, 29, 42], [4, 31, 27, 22, 29, 57, 52, 14, 25, 24, 6, 20, 7, 12, 26, 11, 49, 16, 17, 33, 34, 15, 59, 18, 43, 28, 41, 56, 13, 10, 19], [76, 26, 68, 20, 19, 67, 66, 62, 5, 35, 51, 45, 59, 14, 27, 4, 54, 16, 39, 29, 10, 13, 7, 6, 56, 24, 43, 11, 41, 22, 64, 18, 48, 12, 75, 25, 37, 17, 31]]","[6, 5, 4, 2, 3, 1]"
3,4,"(0.25, 72)","[[10, 3, 9, 4], [4, 16, 11, 38, 25, 12, 27, 7, 22, 18], [28, 39, 4, 15, 26, 20, 31, 7, 16, 11], [6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33], [4, 31, 27, 22, 29, 57, 52, 14, 25, 24, 6, 20, 7, 12, 26], [76, 26, 68, 20, 19, 67, 66, 62, 5, 35, 51, 45, 59, 14, 27, 4, 54, 16, 39, 29]]","[6, 5, 4, 2, 3, 1]"
3,4,"(0.125, 36)","[[10, 3], [4, 16, 11, 38, 25], [28, 39, 4, 15, 26], [6, 48, 11, 4, 12, 31], [4, 31, 27, 22, 29, 57, 52, 14], [76, 26, 68, 20, 19, 67, 66, 62, 5, 35]]","[6, 5, 4, 2, 3, 1]"
3,5,"(0.5, 144)","[[5, 1, 10, 2, 11, 16, 12, 7, 4], [37, 26, 23, 3, 22, 6, 4, 34, 24, 5, 0, 25, 2, 20, 19, 33, 10, 38, 18, 28], [20, 22, 24, 3, 23, 6, 4, 39, 28, 5, 0, 26, 2, 34, 38, 25, 19, 10, 36, 18], [42, 29, 6, 19, 28, 17, 2, 43, 3, 21, 31, 4, 32, 0, 23, 5, 48, 34, 37, 26, 41, 33, 24, 10, 44], [45, 43, 25, 44, 24, 40, 10, 53, 17, 37, 41, 32, 31, 60, 3, 52, 6, 21, 2, 19, 33, 23, 28, 4, 29, 0, 26, 5, 59, 42, 46], [40, 25, 10, 59, 63, 45, 29, 24, 17, 48, 12, 37, 75, 33, 13, 67, 49, 74, 70, 6, 58, 26, 66, 35, 21, 34, 50, 43, 32, 23, 54, 28, 3, 11, 64, 71, 69, 52, 19]]","[6, 5, 4, 2, 3, 1]"
